"(PDH-CSV 4.0) (GMT Daylight Time)(-60)","\\mahta\Processor(_Total)\% Processor Time"
"04/01/2025 23:20:16.977","2.4417127085610501602"
"04/01/2025 23:20:17.978","1.5899641274876197272"
"04/01/2025 23:20:18.980","1.8570154665977001152"
"04/01/2025 23:20:19.982","1.6690317709793234258"
"04/01/2025 23:20:20.983","2.0365221822259416129"
"04/01/2025 23:20:21.984","0.116344481947427969"
"04/01/2025 23:20:22.985","1.1982229990008530507"
"04/01/2025 23:20:23.987","1.1865574928488720197"
"04/01/2025 23:20:24.988","1.9129168281006747598"
"04/01/2025 23:20:25.989","0.11314184423303341731"
"04/01/2025 23:20:26.991","4.4693605694917870608"
"04/01/2025 23:20:27.993","7.31414086857904433"
"04/01/2025 23:20:28.994","6.5662934084876116714"
"04/01/2025 23:20:29.994","7.1982562300085266571"
"04/01/2025 23:20:30.996","7.5967831293503156331"
"04/01/2025 23:20:31.997","6.249797212539731639"
"04/01/2025 23:20:32.998","4.9588353462791889825"
"04/01/2025 23:20:34.000","5.4319583502120067919"
"04/01/2025 23:20:35.001","6.1872344208995784243"
"04/01/2025 23:20:36.002","4.8195438468213058769"
"04/01/2025 23:20:37.003","5.0179633265025724853"
"04/01/2025 23:20:38.004","5.504563148212204382"
"04/01/2025 23:20:39.005","7.9078246107454175373"
"04/01/2025 23:20:40.007","7.1322711357520223174"
"04/01/2025 23:20:41.009","5.4126204580089325447"
"04/01/2025 23:20:42.011","5.9513182312424417475"
"04/01/2025 23:20:43.012","5.2066787023438809712"
"04/01/2025 23:20:44.014","6.0865687893606468251"
"04/01/2025 23:20:45.016","6.2945888078082212758"
"04/01/2025 23:20:46.022","7.7818368397514880996"
"04/01/2025 23:20:47.024","6.7958242730030260503"
"04/01/2025 23:20:48.025","6.7608940758776991942"
"04/01/2025 23:20:49.027","5.6619637320803217762"
"04/01/2025 23:20:50.028","6.1896850394093760883"
"04/01/2025 23:20:51.030","7.1555872375714475453"
"04/01/2025 23:20:52.031","4.6717257449422566751"
"04/01/2025 23:20:53.032","7.5111687177199186749"
"04/01/2025 23:20:54.033","7.4284067220526832642"
"04/01/2025 23:20:55.033","6.9534363583163782963"
"04/01/2025 23:20:56.034","7.0900805609887873615"
"04/01/2025 23:20:57.035","8.432917523936522386"
"04/01/2025 23:20:58.036","5.6919723313709535972"
"04/01/2025 23:20:59.037","8.0932009965306033195"
"04/01/2025 23:21:00.039","8.6141074378250017674"
"04/01/2025 23:21:01.039","7.8531091348042920686"
"04/01/2025 23:21:02.041","9.9264103648576966776"
"04/01/2025 23:21:03.041","8.72928015571007343"
"04/01/2025 23:21:04.042","5.0642714882024879586"
"04/01/2025 23:21:05.042","8.2197872866287440274"
"04/01/2025 23:21:06.044","7.6168831194772357307"
"04/01/2025 23:21:07.045","5.7209191831878332124"
"04/01/2025 23:21:08.047","4.6769607977245941655"
"04/01/2025 23:21:09.049","4.057790719558463266"
"04/01/2025 23:21:10.050","9.0045510759188989169"
"04/01/2025 23:21:11.052","4.1880998199460339748"
"04/01/2025 23:21:12.052","1.7329397634981535958"
"04/01/2025 23:21:13.052","2.2720800427171838898"
"04/01/2025 23:21:14.053","2.4810542481767838829"
"04/01/2025 23:21:15.054","2.265832854766092197"
"04/01/2025 23:21:16.055","1.2115730687836556712"
"04/01/2025 23:21:17.055","3.8880269815850798665"
"04/01/2025 23:21:18.057","5.0590381251474187962"
"04/01/2025 23:21:19.059","6.3113255918565203118"
"04/01/2025 23:21:20.059","4.2547884976094962894"
"04/01/2025 23:21:21.060","5.0841713568407502777"
"04/01/2025 23:21:22.061","4.6376172017731480679"
"04/01/2025 23:21:23.063","5.9245551251778216795"
"04/01/2025 23:21:24.064","5.0240076845368131231"
"04/01/2025 23:21:25.065","5.5800428035474585187"
"04/01/2025 23:21:26.065","4.8556049916180459292"
"04/01/2025 23:21:27.065","3.8313512665974380766"
"04/01/2025 23:21:28.067","5.084584006096748432"
"04/01/2025 23:21:29.068","3.7342405855246396662"
"04/01/2025 23:21:30.069","5.2719603004929505019"
"04/01/2025 23:21:31.069","5.1642067230559307589"
"04/01/2025 23:21:32.070","6.2274321726946020306"
"04/01/2025 23:21:33.071","4.1544796776865737797"
"04/01/2025 23:21:34.072","4.44084897285260638"
"04/01/2025 23:21:35.072","4.3075592763847536659"
"04/01/2025 23:21:36.072","2.9125229348259007445"
"04/01/2025 23:21:37.073","4.1064000900387753745"
"04/01/2025 23:21:38.074","4.5972972910853782125"
"04/01/2025 23:21:39.074","2.153088215494136648"
"04/01/2025 23:21:40.074","1.8325440534909587242"
"04/01/2025 23:21:41.074","1.0999905905937357176"
"04/01/2025 23:21:42.075","1.5830233357106204828"
"04/01/2025 23:21:43.076","0.72535751991553709672"
"04/01/2025 23:21:44.076","2.1893192786614168455"
"04/01/2025 23:21:45.077","1.0071070940835036289"
"04/01/2025 23:21:46.078","0.89767541092724556506"
"04/01/2025 23:21:47.079","2.3311753151284864138"
"04/01/2025 23:21:48.079","1.8249188031898122553"
"04/01/2025 23:21:49.079","0.86888658688766273741"
"04/01/2025 23:21:50.079","1.8818977025915062384"
"04/01/2025 23:21:51.080","0"
"04/01/2025 23:21:52.080","1.6091077656514074512"
"04/01/2025 23:21:53.081","2.4806741534854515052"
"04/01/2025 23:21:54.081","2.7554334486583620389"
"04/01/2025 23:21:55.082","1.2610312887462615805"
"04/01/2025 23:21:56.083","3.3041384969261122784"
"04/01/2025 23:21:57.084","4.878586191039524067"
"04/01/2025 23:21:58.085","1.1088546826906298115"
